"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00025773","Médecins du monde","MDM","Médecins du monde est une association de solidarité internationale qui a pour vocation, à partir de sa pratique médicale et en toute indépendance, de soigner les populations les plus vulnérables, dans les situations de crises et d'exclusion en france ....","62 rue Marcadet","","75018","Paris","01 44 92 15 15","rhone-alpes@medecinsdumonde.net","http://medecinsdumonde.org","0000000007","Solidarités","00000017","Santé","Centre d'accueil, de soins et d'orientation","13, rue Sainte catherine 69001 Lyon","lundi: 9 à 11h / du mardi au vendredi: 13h30 à 16h30","",""
"00025774","Association sportive villeurbannaise d'éveil lyonnais - section pelote basque","","Faire connaître et pratiquer la pelote basque.","245 cours Emile-Zola","","69100","Villeurbanne","06 63 98 26 75","contact@pelotebasquerhone.com","www.pelotebasquerhone.com","0000000032","Sport","00000310","Pelote basque","Complexe sportif Jean Vilar","rue des Jardins","samedi 10h-12h et dimanche 14h-16h","au siège ou par téléphone","tout public à partir de 6 ans"
"00025776","Envol Distratto","","Création, production et diffusion de spectacles, formations, actions culturelles.","189 rue Duguesclin","","69003","LYON","","prodenvoldistratto@gmail.com","www.envoldistratto.org","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","","TOUT PUBLIC"
"00025778","Comité départemental des clubs universitaires du Rhône","","Représentation de l'ASUL Générale dans le Rhône et la métropole ; centre de formation métiers du sport et de l'animation ; promotion du sport santé.","51 rue Pierre-Baratin","","69100","Villeurbanne","04 78 53 18 71","cdcu@asul.org","www.cdcu@asul.org","0000000032","Sport","00000307","Institutions - domaine sportif","","","","",""
"00025906","Stop Harcèlement De Rue Lyon","SHDRL","","8 avenue Roger Salengro","","69100","Villeurbanne","","stopharcelementderuelyon@gmail.com","","0000000007","Solidarités","00000022","Lutte contre les discriminations","","","","",""
"00025917","Espace culturel franco-chilien-latino-americain Susana Estrella Obando","ECSEO","Préserver et transmettre la mémoire de Susana Estrella Obando et de tous les disparus au Chili pendant la dictature militaire de Pinochet, promouvoir la participation civique des Chiliens à l'élaboration d'une nouvelle constitution démocratique.","CCVA","234 cours Emile Zola","69100","Villeurbanne","","susanaestrella.obando@gmail.com","","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00025933","POPINNS","","Hébergement et accompagnement social de jeunes en difficultés de 16 à 30 ans.","36 rue Maurice Flandin","","69003 Lyon","","04 72 13 18 72","olivier.galfo@popinns.com","http://poppins.org","0000000001","Cadre de vie / vie de quartier","00000003","Logement","5 sites : TOTEM, PART-DIEU, MOULIN A VENT, CARRE DE SOIE, PRESQU'ÎLE","","24h/24 7j/7","","Jeunes de 16 à 30 ans."
"00025920","Association des Riverains de l'Impasse de Soeurs","ARIS","Organisation et défense des riverains de l'impasse des Soeurs.","chez M. Georges RANCHET","1 impasse des Soeurs","69100","Villeurbanne","04 78 93 65 68","","","0000000001","Cadre de vie / vie de quartier","00000004","Vie de quartier","","","","",""
"00025922","Cirque Pépin","","Création et diffusion de spectacles de cirque, actions de formations et d'initiation aux arts du cirque, organisation de manifestations et d'événements artistiques","26 rue Persoz","","69100","Villeurbanne","0688682150","cirquepepin@gmail.com","http://cirquepepin.com/","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025924","Viens voir l'expo","","Contribuer à favoriser la participation de tous à la vie culturelle, principalement dans le domaine des arts graphiques, en mettant à disposition de partenaires, des ressources en vue d'organiser des manifestations artistiques.","au CCO","39 rue Georges Courteline","69100","Villeurbanne","","claude.baratay@sfr.fr","","0000000002","Culture","00000006","Arts plastiques","","","","",""
"00025927","Etic Insa technologies","","Etic permet aux étudiants de mettre en pratique l'enseignement théorique dont ils bénéficient à l'INSA Lyon en réalisant des études pour des clients professionnels, à but non lucratif.","Insa de Lyon","20 avenue Albert Einstein","69621","Villeurbanne","","etic@insa-lyon.fr","etic-insa.com","0000000004","Education / Formation","00000273","Accompagnement éducatif/réussite scolaire","","","","",""
"00025934","Circ'o bulle association","","Découverte et initiation aux arts du cirque, favoriser l'intégration de personnes porteuses de handicap.","CCO","39 rue Georges Courteline","69100","Villeurbanne","","circobulle@gmail.com","","0000000005","Loisirs","","","","","","",""
"00025935","Conscience et Impact Ecologique","CIE","Eduquer à l'environnement et accompagner la transition écologique.","8 rue Saint Nestor","","69008","Lyon","07 82 31 78 64","associationcie@yahoo.fr","http://association-cie.fr","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","etablissements scolaires, MJC, centre sociaux, entreprises, campus, particuliers, festivités","","Tous les jours/horaires variables","horaires variables et adaptables à la demande","Scolaires, étudiants, familles, actifs, défavorisés ...."
"00025800","Monnaie lyonnaise complémentaire la Gonette","","Développer une économie locale durable respectueuse des humains et de la nature, liée aux besoins réels et immédiats des habitants du Grand Lyon par la mise en place une monnaie complémentaire et locale adossée à l’euro, la gonette.","Restaurant Soline","89 rue Paul Bert","69003","Lyon","","co@lagonette.org","www.lagonette.org","0000000003","Economie / Emploi","00000282","Création d'entreprise/développement économique","","","","",""
"00025802","Union des femmes et ami(e)s du Bénin","","Favoriser le rapprochement de toutes les béninoises de la région : solidarité et défense des intérêts.","Centre culturel oecuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","07 62 31 54 22","ufab.rhone@gmail.com","ufab-rhone.blog4ever.com","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025818","Le club lumière","","œuvrer pour faciliter l'accès à l'alphabétisation multilingue en donnant des cours de français, espagnol, anglais et arabe; accompagnement scolaire du primaire au lycée afin que les enfants retrouvent l'estime de soi prennent conscience de leurs capacités","360 cours Emile Zola","","69100","Villeurbanne","","boutarfa617@hotmail.fr","","0000000001","Cadre de vie / vie de quartier","00000004","Vie de quartier","","","","",""
"00025848","Autisme Rhône Lyon Métropole","ARLM","Informer et former des familles et des professionnels. Sensibiliser tout citoyen aux spécificités de ce handicap. Créer ou contribuer à développer des solutions d'accueil et des services d'accompagnement adapté.","111 rue du commandant Charcot","","69110","Saint Foy lès Lyon","","","","0000000007","Solidarités","00000021","Personnes en situation de handicap","","","","","parents de personnes autistes et professionnels"
"00025851","Unissons-Nous pour l'Avenir de l'Humanité","UNAH","Identification et accueil temporaire voire prolongé des enfants violés, nés du viol et abandonnés à la rue, resocialisation, réintégration et prise en charge holistique de ces enfants, formation humaine et professionnelle des agents et membres d’UNAH.","39 rue Edouard Vaillant","","69100","Villeurbanne","","unah.avenir.de@gmail.com","http://avenir-unah.asso-web.com/","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025881","Maison des dialogues","","Promouvoir le dialogue interculturel en favorisant la compréhension et le respect réciproque entre différentes cultures dans la société.","73bis rue Francis-de-Pressensé","","69100","Villeurbanne","04 81 91 96 10","contact@maisondesdialogues.fr","","0000000008","Vie sociale","00000023","Actions socio-culturelles","","","","",""
"00025883","Association Dimbeul Diabote","","Assurer des liens de solidarité, aider les orphelins, favoriser les échanges des cultures et des traditions entre enfants des différentes communautés ouest-africaines, assurer une meilleure insertion et une meilleure éducation.","129 rue Louis Becker","","69100","Villeurbanne","","mariamaboye@hotmail.fr","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025884","Théâtre oblique","","Production, création et diffusion de spectacles vivants ainsi que la transmission et la promotion de savoir-faire artistiques","2 rue Duquesne","","69006","Lyon","","letheatreoblique@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025895","Djakeu France","","Stimuler les retrouvailles familiales, développer un esprit de solidarité et d’entraide,promouvoir les cultures et traditions camerounaises dans leur diversité, développer des actions humanitaires, sanitaires et culturelles dans le but d’aider les membres","18A rue de la Doua","","69100","France","04 78 31 54 72","djakeu.pa@gmail.com","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025900","Réseau des médiateurs en entreprise","RME","Assurer une conciliation entre employeur et employé, sur demande de la cour d’appel de Lyon, avec présence éventuelle des avocats des parties.","36 rue du Moulin des Prés","","75013","Paris","","","http://www.mediateurs.fr","0000000003","Economie / Emploi","","","","","","",""
"00025916","Mercure liquide","","Favoriser l’accès du plus grand nombre à la connaissance et à la pratique des formes d’expression, écrite, artistique et audio-visuelle; éditer, diffuser et promouvoir, sur tout support, des œuvres et des productions culturelles, en particulier d’auteurs.","44 rue Francis-de-Pressensé","","69100","Villeurbanne","06 09 23 48 85","revuemercureliquide@gmail.com","HTTP///www.mercureliquide.com","0000000002","Culture","00000009","Média/communication","","","","",""
"00025918","Atelier CAPACITES","","Conduite et accompagnement de projets et d'actions concrètes pour des initiatives en faveur de territoires soutenables : création, incubation, gestion et suivi de projets (citoyenneté, urbanisme, développement durable, culture et solidarités).","25 rue Imbert Colomes","","69001","Lyon","","atelier.capacites@gmail.com","http://www.ateliercapacites.com","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","","","","",""
"00025925","Compagnie les coloc' en pièce","","Création et représentation de spectacles théâtraux.","166 rue du 4 août","","69100","Villeurbanne","","lucilleperrin@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025926","Dojo bouddhiste zen de Lyon","","Permettre la pratique du zazen, telle qu’elle a été transmise par Maître Deshimaru et d’en favoriser la diffusion ; étudier le bouddhisme et plus spécialement le bouddhisme zen ; diffuser par ses propres moyens la pensée des maîtres zen et du bouddhisme","17 rue Raspail","","69100","Villeurbanne","04 72 04 51 28","contact@dojo-bouddhiste-zen-lyon.fr","","0000000008","Vie sociale","00000023","Actions socio-culturelles","","","","",""
"00025932","Le Chantier Collectif","","Promotion de l'accès à la culture pour tous par les arts, tels que le théâtre, la musique, l'écriture, le clown, le cirque, les arts plastiques, l'audiovisuel, la couture ...","Chez Locaux Motiv'","10 bis rue Jangot","69007","Lyon","","lechantiercollectif@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
